timestamp,open,high,low,close,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change,volume_pct_change
2019-02-09,3661.6,3675.3,3633.2,3661.4,454795,7.7797074147116785,-1.2308188438902357,7.411677753141155,-0.00819291585875126,-34.95755318722934
2019-02-10,3661.0,3680.6,3617.1,3679.0,501896,-0.01638627922219138,0.14420591516337566,-0.44313552790927746,0.48069044627738755,10.356534262689788
2019-02-11,3678.8,3681.1,3623.8,3631.8,517276,0.48620595465720395,0.013584741618211105,0.18523126261369427,-1.2829573253601456,3.0643798715271675
2019-02-12,3631.8,3656.4,3594.4,3632.0,545820,-1.2775905186473868,-0.6709950829914879,-0.8113030520448206,0.005506911173513984,5.518137319342098
2019-02-13,3632.0,3663.5,3599.2,3611.5,558015,0.005506911173513984,0.19418006782627728,0.1335410638771295,-0.5644273127753285,2.234253050456192
2019-02-14,3611.5,3624.5,3580.2,3592.6,498135,-0.5644273127753285,-1.0645557526955063,-0.5278950877972921,-0.5233282569569453,-10.730894330797558
2019-02-15,3592.6,3648.3,3581.4,3604.7,516213,-0.5233282569569453,0.6566422954890294,0.03351768057651139,0.3368034292712707,3.629136679815703
2019-02-16,3604.7,3641.9,3599.7,3616.8,485625,0.3368034292712707,-0.1754241701614423,0.5109733623722468,0.33567287152884706,-5.925461001563304
2019-02-17,3616.8,3689.9,3607.9,3664.2,580505,0.33567287152884706,1.3179933551168421,0.22779676084119238,1.3105507631054891,19.537709137709136
2019-02-18,3664.2,3903.7,3655.1,3896.0,933154,1.3105507631054891,5.794194964633181,1.3082402505612656,6.326073904262874,60.74865849562019
2019-02-19,3896.4,3993.8,3863.7,3914.3,1440323,6.336990338955295,2.308066705945655,5.707094197149187,0.4697125256673651,54.34997867447389
2019-02-20,3914.3,3983.6,3881.2,3972.4,698011,0.45939841905349166,-0.25539586358857,0.45293371638583935,1.4843011521855631,-51.53788421069441
2019-02-21,3972.0,4011.5,3909.2,3936.6,668158,1.474082211378791,0.7003715232453134,0.7214263629805151,-0.901218407008364,-4.276866696943172
2019-02-22,3937.4,3983.1,3931.7,3965.2,649545,-0.8710976837865037,-0.707964601769917,0.5755653330604682,0.7265152669816644,-2.7857183480553993
2019-02-23,3965.2,4152.6,3939.4,4120.4,727854,0.7060496774521141,4.255479400466977,0.1958440369306036,3.9140522546151413,12.055977645890593
2019-02-24,4120.5,4194.2,3738.7,3755.2,977776,3.916574195500866,1.0017820160862945,-5.094684469716205,-8.863217163382197,34.3368312875934
2019-02-25,3755.7,3870.7,3753.8,3833.7,765872,-8.85329450309429,-7.71303228267608,0.4038837028913944,2.090434597358337,-21.67203940370801
2019-02-26,3833.5,3845.5,3775.0,3810.3,2093927,2.0715179593684407,-0.6510450306146165,0.5647610421439575,-0.6103763987792332,173.40430254663963
2019-02-27,3810.3,3836.4,3701.9,3814.6,2816770,-0.605191078648748,-0.23664022883890246,-1.936423841059598,0.11285200640369641,34.520926469738434
2019-02-28,3814.6,3883.7,3783.3,3816.6,2305291,0.11285200640369641,1.2329267021165657,2.1988708501039955,0.05243013684266273,-18.15835158710154
2019-03-01,3816.7,3855.8,3816.4,3821.9,1736604,0.05505164368477811,-0.7183871050801982,0.8748975761901034,0.1388670544463677,-24.6687728360541
2019-03-02,3821.9,3843.2,3783.6,3823.1,1609439,0.1362433515864625,-0.32678043466985995,-0.859448695105336,0.03139799576126201,-7.322625077450007
2019-03-03,3823.2,3836.6,3789.7,3809.5,1505658,0.03401449540803014,-0.17173189009158651,0.1612221165028016,-0.35573225916141205,-6.448271726980648
2019-03-04,3809.7,3828.4,3681.8,3715.9,2845964,-0.3531073446327637,-0.21373090757440538,-2.8471910705332726,-2.4570153563459707,89.01795759727639
2019-03-05,3715.9,3873.2,3705.7,3857.2,3820004,-2.462136126204151,1.1702016508201796,0.6491390080938464,3.8025781102828393,34.22530994770136
2019-03-06,3857.2,3887.3,3816.7,3863.0,2515486,3.8025781102828393,0.36404007022616813,2.9953854872223795,0.15036814269417942,-34.14965010507842
2019-03-07,3863.1,3907.4,3847.9,3875.1,2601296,0.15296069687855685,0.517068402232912,0.8174601095187084,0.31322806109241874,3.4112692338577943
2019-03-08,3875.1,3929.0,3810.7,3865.9,2960962,0.3106313582356135,0.5527972564876915,-0.9667610904649404,-0.23741322804572418,13.826415755838628
2019-03-09,3865.6,3964.0,3859.7,3944.3,2482123,-0.24515496374286627,0.8908119114278357,1.2858529928884366,2.027988308026596,-16.171737428578957
2019-03-10,3944.4,3944.5,3889.2,3915.2,1891584,2.0384933774834524,-0.49192734611503974,0.7643081068476887,-0.7377734959308491,-23.791689614092448
2019-03-11,3915.2,3935.5,3842.4,3870.3,3193337,-0.7402900314369854,-0.22816580048168333,-1.2033323048441735,-1.146812423375554,68.8181439470835
2019-03-12,3870.3,3900.1,3817.1,3886.0,2901201,-1.146812423375554,-0.8995045102274224,-0.6584426400166654,0.40565330852904147,-9.148298472726179
2019-03-13,3885.9,3894.7,3847.4,3865.1,2282663,0.4030695294938269,-0.13845798825671274,0.7937963375337365,-0.5378281008749375,-21.32006710324449
2019-03-14,3865.1,3914.7,3828.4,3879.0,2864659,-0.5352685349597319,0.5135183711197255,-0.49383999584134974,0.35962847015600374,25.496361048477144
2019-03-15,3879.0,3935.7,3874.8,3924.3,3112943,0.35962847015600374,0.5364395739137162,1.2119945669209153,1.1678267594740888,8.667139788714827
2019-03-16,3924.4,4050.6,3923.7,4006.4,3464950,1.170404743490594,2.9194298345910585,1.2620006193867939,2.0920928573248787,11.30785240847647
2019-03-17,4006.4,4009.8,3956.3,3981.5,1870452,2.089491387218434,-1.0072581839727368,0.8308484338761968,-0.6215055910543166,-46.01792233654165
2019-03-18,3981.5,4032.3,3958.5,3990.2,2624298,-0.6215055910543166,0.5611252431542813,0.055607512069344445,0.21851061157853735,40.30287866248372
2019-03-19,3990.2,4029.9,3972.4,4017.0,2994831,0.21851061157853735,-0.059519380998440674,0.35114310976380736,0.6716455315523007,14.119318766390098
2019-03-20,4017.0,4050.0,3985.3,4041.2,3181127,0.6716455315523007,0.4987716816794441,0.3247407109052469,0.602439631565832,6.220584734163626
2019-03-21,4041.2,4064.0,3923.8,3982.2,3876347,0.602439631565832,0.34567901234567877,-1.5431711539909188,-1.4599623874096856,21.85451885448144
2019-03-22,3982.2,4005.7,3971.8,3990.4,2828879,-1.4599623874096856,-1.4345472440944973,1.2233039400580958,0.20591632765809553,-27.02203904861974
2019-03-23,3990.4,4018.2,3980.8,4002.5,2000048,0.20591632765809553,0.31205532116733714,0.2265975124628561,0.3032277465918165,-29.29892017297311
2019-03-24,4002.6,4005.7,3967.0,3994.7,2039106,0.3057337610264499,-0.3110845652282146,-0.34666398713827373,-0.19487820112430443,1.9528531315248454
2019-03-25,3994.8,4000.5,3897.9,3937.0,2861444,-0.19487333233397797,-0.12981501360560532,-1.7418704310562139,-1.4444138483490576,40.32835958503382
2019-03-26,3937.1,3950.7,3899.9,3942.8,2534739,-1.4443776909982997,-1.2448443944506948,0.05130967957105437,0.14732029464059604,-11.417487114897229
2019-03-27,3942.8,4043.3,3936.2,4041.7,2776037,0.1447766122272709,2.3438884248361047,0.9307930972588974,2.5083696865171756,9.519638905623019
2019-03-28,4041.7,4041.7,4008.4,4025.6,2110507,2.5083696865171756,-0.03957163702916766,1.8342563894111041,-0.3983472301259394,-23.974104091552096
2019-03-29,4025.7,4123.1,4022.6,4102.2,3297922,-0.3958730237276442,2.0140040082143873,0.35425606226922035,1.9028219395866408,56.262073520722744
2019-03-30,4103.7,4138.1,4057.1,4111.8,2551251,1.9375512333258849,0.3638039339332044,0.8576542534679099,0.23402076934329052,-22.640650688524467
2019-03-31,4111.8,4121.9,4082.2,4102.3,2434002,0.1973828496235175,-0.39148401440276537,0.6186685070616926,-0.23104236587382365,-4.595745381383487
2019-04-01,4102.3,4159.1,4076.8,4145.1,3216261,-0.23104236587382365,0.9024964215531783,-0.1322816128558002,1.043317163542401,32.138798571241935
2019-04-02,4145.1,4899.6,4143.5,4859.3,14765529,1.043317163542401,17.804332668125312,1.6360871271585475,17.229982388844654,359.0898872945946
2019-04-03,4859.3,5278.4,4814.0,4968.7,13830584,17.229982388844654,7.73124336680544,16.181971763002288,2.2513530755458477,-6.3319438131881345
2019-04-04,4968.7,5042.5,4789.2,4902.4,1047072,2.2513530755458477,-4.469157320400119,-0.5151641046946431,-1.334353050093584,-92.42930016548831
2019-04-05,4902.5,5029.4,4888.3,5010.2,851723,-1.3323404512246673,-0.25979176995538644,2.069239121356392,2.198922976501305,-18.656692185446655
2019-04-06,5010.0,5198.4,4947.9,5046.2,952175,2.192758796532379,3.3602417783433314,1.2192377718225123,0.718534190251896,11.793975271302992
2019-04-07,5046.1,5219.5,5033.7,5173.6,841270,0.7205588822355447,0.40589412126808,1.7340689989692626,2.524672030438757,-11.647543781342717
2019-04-08,5173.5,5300.6,5060.5,5245.2,928225,2.5247220625829847,1.553788677076362,0.5324115461787571,1.3839492809648801,10.33615842713993
2019-04-09,5245.0,5245.9,5095.2,5158.4,784619,1.3820431042814274,-1.0319586461910113,0.6857029937753056,-1.654846335697402,-15.471033424008185
2019-04-10,5158.4,5404.1,5142.9,5307.8,837513,-1.6510962821735031,3.015688442402653,0.9361752237399878,2.896246898263044,6.741361093728293
2019-04-11,5307.7,5337.0,4948.0,5022.6,943487,2.8943083126550917,-1.2416498584408187,-3.7896906414668696,-5.3732243113907785,12.653415529072376
2019-04-12,5022.7,5080.5,4889.2,5054.2,779138,-5.36955743542401,-4.806070826306918,-1.1883589329021893,0.6291562139131068,-17.419317913230394
2019-04-13,5054.2,5093.4,5011.6,5051.8,577163,0.6271527266211496,0.25391201653379714,2.5034770514603677,-0.04748525978393037,-25.922878873832367
2019-04-14,5052.0,5153.5,5010.7,5134.8,566381,-0.04352815480194172,1.1799583775081501,-0.01795833665896307,1.6429787402509888,-1.8681031181832508
2019-04-15,5135.1,5168.0,4964.2,5032.3,688197,1.6448931116389565,0.2813621810419997,-0.9280140499331457,-1.9961829087793093,21.507783629747458
2019-04-16,5031.4,5198.4,5014.4,5180.9,631047,-2.019434869817549,0.588235294117645,1.0112404818500398,2.95292411024779,-8.304308214072421
2019-04-17,5182.1,5230.9,5165.5,5208.3,806517,2.9951902055094237,0.6251923668821213,3.0133216336949653,0.5288656411048365,27.806169746468967
2019-04-18,5208.3,5293.1,5205.0,5264.7,727966,0.5055865382759928,1.1890879198608317,0.7646888006969332,1.0828869304763566,-9.739534318557453
2019-04-19,5264.8,5282.4,5192.1,5241.0,787085,1.084806942764427,-0.2021499688273587,-0.24783861671469065,-0.45016810074647307,8.121121041367307
2019-04-20,5241.0,5327.0,5240.2,5290.2,782321,-0.4520589576052281,0.8443131909738,0.9264074266674305,0.9387521465369142,-0.6052713493460038
2019-04-21,5290.2,5308.2,5189.8,5243.5,811407,0.9387521465369142,-0.3529190914210667,-0.9617953513224586,-0.8827643567350885,3.7179111899079853
2019-04-22,5248.2,5370.2,5170.2,5346.7,920765,-0.7939208347510496,1.1680042198862095,-0.3776638791475606,1.9681510441498906,13.477576604589302
2019-04-23,5346.5,5594.4,5291.4,5511.6,899996,1.8730231317404034,4.174891065509656,2.3442033190205436,3.0841453606897717,-2.25562439927669
2019-04-24,5511.2,5589.6,5346.8,5415.6,994041,3.0805199663331173,-0.08580008580006959,1.0469818951506227,-1.7417809710428944,10.449490886626167
2019-04-25,5415.6,5528.2,5137.4,5209.1,955356,-1.7346494411380364,-1.0984685845141118,-3.9163611880003057,-3.8130585715340892,-3.8916905841911986
2019-04-26,5209.2,5469.3,5159.3,5298.3,1031254,-3.8112120540660377,-1.0654462573712942,0.4262856697940798,1.7123879364957517,7.944473055070578
2019-04-27,5298.2,5318.1,5225.4,5265.9,833132,1.7085157029870235,-2.76452196807635,1.2811815556373896,-0.6115169016477129,-19.21175578470483
2019-04-28,5265.7,5332.5,5234.4,5302.3,681409,-0.6134158770903286,0.2707733965137793,0.17223561832586665,0.691239864030857,-18.211159816211598
2019-04-29,5302.4,5322.9,5188.9,5235.0,775817,0.6969633666938924,-0.1800281293952266,-0.8692495797035016,-1.2692605095901865,13.854821406820284
2019-04-30,5235.4,5336.6,5195.9,5320.8,697421,-1.2635787567893741,0.25737849668414636,0.13490335138468534,1.638968481375369,-10.104960319250544
2019-05-01,5321.1,5396.3,5319.5,5384.2,623641,1.6369331856209701,1.1186898024959646,2.3787986681806927,1.1915501428356512,-10.578975970038185
2019-05-02,5384.6,5530.8,5370.0,5493.8,722229,1.1933622747176242,2.492448529548019,0.9493373437353236,2.035585602317891,15.808453902164876
2019-05-03,5493.6,5844.2,5478.7,5766.8,1041537,2.0242914979757165,5.666449699862586,2.02420856610801,4.9692380501656475,44.211462015510314
2019-05-04,5768.0,5899.2,5605.0,5830.9,920606,4.9949031600407645,0.9411040005475435,2.3052914012448245,1.1115349934105456,-11.6108213150373
2019-05-05,5830.8,5838.2,5708.2,5774.9,709016,1.0887656033287119,-1.0340385136967778,1.8412132024977712,-0.9604006242604046,-22.98377373165067
2019-05-06,5775.1,5801.4,5630.5,5745.1,755389,-0.9552720038416673,-0.6303312664862504,-1.3611996776566992,-0.5160262515368053,6.540472993557267
2019-05-07,5745.5,6019.8,5745.5,5849.5,955884,-0.5125452373119121,3.7646085427655462,2.0424473847793223,1.8172007449826832,26.541953880715763
2019-05-08,5849.4,6011.3,5799.1,5990.3,757127,1.8083717692106704,-0.1412007043423369,0.9329040118353449,2.4070433370373623,-20.793004172054353
2019-05-09,5990.5,6206.0,5990.0,6191.5,799955,2.4122132184497547,3.238900071531936,3.291890120880825,3.3587633340567136,5.656646771281437
2019-05-10,6194.3,6466.6,6157.8,6386.0,907941,3.40205325098073,4.1991621011924,2.80133555926545,3.1414035371073235,13.499009319274213
2019-05-11,6386.6,7373.8,6386.5,7190.3,1308511,3.1044670099930505,14.029010608356774,3.713988762220266,12.594738490447854,44.11850549760392
2019-05-12,7190.0,7518.9,6802.6,6984.8,1350635,12.579463251182155,1.9677778079145058,6.515305723009468,-2.858017050748929,3.2192316304562985
2019-05-13,6984.7,8058.3,6893.1,7806.0,1197793,-2.8553546592489543,7.173921717272491,1.3303736806515198,11.75695796586873,-11.316306774221019
2019-05-14,7806.4,8323.9,7674.0,7994.6,1328805,11.764284793906675,3.295980541801624,11.328720024372195,2.4160901870356133,10.937783072701212
2019-05-15,7994.8,8225.3,7856.5,8164.6,1130487,2.413404386144702,-1.184540900299147,2.378160020849629,2.1264353438571026,-14.924537460349708
2019-05-16,8164.8,8293.3,7720.4,7871.8,1175678,2.126382148396466,0.8267175665325199,-1.7323235537453074,-3.5862136540675604,3.9974807317554317
2019-05-17,7871.9,7924.0,6998.6,7359.5,1431606,-3.5873505780913306,-4.452992174405834,-9.349256515206461,-6.508041362839501,21.76854546908251
2019-05-18,7359.9,7458.5,7189.4,7262.6,865526,-6.504147664477444,-5.874558303886923,2.7262595376218,-1.3166655343433642,-39.54160572112718
2019-05-19,7261.9,8253.4,7252.3,8157.2,1084861,-1.3315398307042203,10.657638935442781,0.8748991570924014,12.317902679481163,25.341237582695374
2019-05-20,8156.4,8156.4,7604.0,7965.3,958806,12.31771299522164,-1.175273220733275,4.84949602195166,-2.3525229245329182,-11.61946092633065
2019-05-21,7965.0,8056.8,7813.2,7930.3,804877,-2.3466235103722144,-1.2211269677798953,2.7511835875854818,-0.439405923191849,-16.054238292209266
2019-05-22,7928.7,7999.0,7545.9,7635.7,821395,-0.455743879472692,-0.7174064144573555,-3.421133466441406,-3.714865768003739,2.0522390377660127
2019-05-23,7637.2,7939.1,7486.8,7852.1,815137,-3.6765169573826695,-0.7488436054506775,-0.783206774539813,2.8340558167555097,-0.7618746157451617
2019-05-24,7852.8,8124.1,7775.4,7970.1,868466,2.823024144974595,2.330238943960894,3.854784420580204,1.5027826950752,6.542335828210466
2019-05-25,7971.4,8090.1,7919.1,8027.4,691269,1.510289323553371,-0.4185078962592792,1.8481364302801229,0.7189370271389217,-20.40344699734935
2019-05-26,8029.6,8718.6,7866.5,8630.2,872118,0.7301101437639623,7.7687544035302425,-0.6642168933338466,7.509280713556077,26.161884881283548
2019-05-27,8628.9,8902.8,8607.3,8760.1,907961,7.463634552157017,2.1127245199917377,9.417148668403975,1.5051794859910483,4.10987962638083
2019-05-28,8759.4,8794.1,8568.8,8716.3,763203,1.5123596286896301,-1.2209641910410074,-0.44729473818735377,-0.49999429230260795,-15.943195798057408
2019-05-29,8715.6,8747.2,8435.3,8647.8,15429494,-0.5000342489211551,-0.53331210698081,-1.557977779852493,-0.7858839186351996,1921.676277477945
2019-05-30,8647.8,9045.9,8054.7,8271.9,1041563,-0.7779154619303452,3.41480702396193,-4.511991274762006,-4.3467702768334116,-93.24953235666705
2019-05-31,8271.4,8578.8,8135.0,8558.3,858414,-4.352552094174234,-5.163665306934639,0.9969334674165387,3.4623242544034483,-17.584053965050607
2019-06-01,8556.9,8615.8,8454.0,8545.7,686748,3.4516526827381044,0.43129575231968253,3.921327596803925,-0.14722550039141247,-19.99804290237578
2019-06-02,8545.8,8807.7,8534.8,8728.6,614538,-0.12971987518844985,2.2273033264467834,0.9557605867045016,2.140257673449808,-10.51477397822782
2019-06-03,8728.6,8734.9,8102.7,8124.8,739446,2.1390624634323396,-0.8265494964633358,-5.062801705956788,-6.917489631785168,20.325512824267978
2019-06-04,8118.1,8118.1,7494.0,7685.5,966950,-6.99424879132965,-7.061328692944391,-7.512310711244396,-5.406902323749508,30.76681731999362
2019-06-05,7685.6,7885.0,7590.4,7779.1,762936,-5.327601286015204,-2.8713615254801095,1.2863624232719362,1.2178778218723707,-21.098712446351932
2019-06-06,7779.6,7861.4,7480.4,7784.9,651824,1.223066514000215,-0.2993024730501004,-1.4491989881956102,0.07455875358330921,-14.563737980643198
2019-06-07,7785.8,8099.4,7749.4,7985.2,588865,0.07969561417038307,3.0274505813213892,3.5960643815838633,2.5729296458528728,-9.658895652814259
2019-06-08,7985.3,8044.4,7770.5,7901.4,485809,2.5623571116648147,-0.6790626466158023,0.27227914419181154,-1.0494414667134189,-17.500785409219432
2019-06-09,7901.6,7937.5,7516.9,7635.0,554478,-1.0481760234430704,-1.3288747451643323,-3.2636252493404627,-3.37155440807958,14.134978973217871
2019-06-10,7635.0,8012.8,7523.6,7987.8,641384,-3.3740002024906346,0.948661417322838,0.08913248812676411,4.62082514734774,15.673480282355667
2019-06-11,7987.8,8010.4,7714.5,7888.0,578996,4.62082514734774,-0.029952076677319805,2.5373491413684945,-1.249405343148302,-9.727090167512753
2019-06-12,7888.0,8198.1,7805.8,8133.1,607894,-1.249405343148302,2.3432038350144957,1.1834856439173036,3.107251521298182,4.991053478780505
2019-06-13,8132.4,8306.1,8028.6,8219.0,574205,3.098377281947262,1.3173784169502767,2.8542878372492364,1.0561778411675604,-5.541920137392376
2019-06-14,8218.6,8685.3,8153.2,8656.1,643169,1.0599577000639515,4.565319464008355,1.5519517724136067,5.318165226913263,12.010344737506639
2019-06-15,8655.8,8856.7,8582.3,8812.5,608685,5.319640814737281,1.9734493915005924,5.262964234901624,1.806818313097125,-5.361576817290636
2019-06-16,8812.2,9332.0,8771.1,8962.5,849773,1.8068809353266158,5.366558650513165,2.1998764899852086,1.7021276595744705,39.60800742584423
2019-06-17,8961.0,9438.1,8959.8,9318.8,738803,1.6885681214679593,1.136948135447935,2.151383520881067,3.9754532775453155,-13.058781580492674
2019-06-18,9318.9,9336.1,8962.7,9080.6,723166,3.993973886842972,-1.0807259935792124,0.03236679390166142,-2.556123105979302,-2.116531741208416
2019-06-19,9080.7,9295.1,9044.0,9255.4,587569,-2.556095676528336,-0.43915553603752766,0.9070927287536001,1.9249829306433375,-18.750466697825953
2019-06-20,9255.0,9583.9,9188.4,9517.0,693621,1.9194555485810394,3.1070133726371907,1.5966386554621792,2.826458067722637,18.049284424467604
2019-06-21,9517.7,10184.3,9517.4,10179.3,769115,2.83846569421935,6.264673045419911,3.5806016281398234,6.959125774929076,10.884041861477666
2019-06-22,10178.1,11160.5,10031.3,10721.7,1087996,6.938651144709329,9.585342144280906,5.399583919978146,5.328460699655202,41.4607698458618
2019-06-23,10721.5,11361.3,10557.8,10897.1,683787,5.338913942680845,1.7992025446888604,5.248571969734739,1.6359345999235053,-37.151699087128996
2019-06-24,10897.3,11114.4,10622.6,11046.4,566957,1.639695938068364,-2.173166803094717,0.6137642311845326,1.3700892898110384,-17.08572991296997
2019-06-25,11046.6,11833.9,11033.7,11809.9,781089,1.3700641443293415,6.473583819189521,3.8700506467343354,6.911754055619923,37.768649121538324
2019-06-26,11811.6,13929.8,11747.3,13063.8,1478063,6.9252077562326875,17.710982854342184,6.467458785357572,10.617363398504631,89.23106073699667
2019-06-27,13062.4,13422.0,10493.5,11287.8,1590949,10.589589894679797,-3.6454220448247643,-10.67309083789466,-13.594819271574888,7.637428174577132
2019-06-28,11288.4,12461.8,10970.5,12409.1,1085364,-13.580965213130813,-7.153926389509769,4.545671129746975,9.933733765658515,-31.77883137674432
2019-06-29,12408.0,12422.9,11490.8,11906.5,834617,9.918146061443611,-0.31215394244812344,4.742719110341365,-4.050253443037777,-23.10257204034776
2019-06-30,11906.0,12179.3,10765.4,10818.6,880767,-4.045776918117339,-1.9608947991209824,-6.312876388066968,-9.137025994204839,5.5294823853336394
2019-07-01,10821.4,11254.5,10041.6,10616.6,1035564,-9.109692591970441,-7.593211432512536,-6.723391606442853,-1.867154715027819,17.575249753907674
2019-07-02,10615.5,10923.5,9728.5,10835.9,1124547,-1.9027112942872404,-2.941045803900666,-3.118028999362654,2.065633065199779,8.592708900657042
2019-07-03,10835.9,11931.8,10835.9,11900.8,998726,2.0762093165654028,9.230557971346176,11.383049802127765,9.827517788093276,-11.18859416280511
2019-07-04,11899.3,11948.0,11087.1,11163.1,840339,9.813674913943471,0.1357716354615457,2.3182199909560053,-6.19874294165097,-15.858904244006865
